timestamp,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
13.6600,-0.002243,-0.009506,-0.999191,-0.002613,0.003729,-0.002358
13.6700,-0.001495,-0.009720,-0.998093,-0.003930,0.003094,-0.000801
13.6800,-0.001602,-0.010757,-0.999573,-0.003319,0.003549,-0.002372
13.6900,-0.002502,-0.010193,-0.999527,-0.003854,0.003695,-0.000661
13.7000,-0.001556,-0.010803,-0.999588,-0.002761,0.004177,-0.001506
13.7100,-0.001846,-0.010864,-0.999100,-0.002330,0.003181,-0.001460
13.7200,-0.001114,-0.009796,-1.000122,-0.002895,0.003013,-0.003645
13.7300,-0.001785,-0.009430,-1.000717,-0.001947,0.003892,-0.001268
13.7400,-0.002228,-0.010239,-0.999420,-0.003740,0.003799,-0.002270
13.7500,-0.002014,-0.010590,-0.999573,-0.005250,0.002686,-0.001023
13.7600,-0.001419,-0.009201,-1.000275,-0.001755,0.003311,-0.002839
13.7700,-0.002060,-0.009872,-0.999420,-0.003422,0.002598,-0.002515
13.7800,-0.000900,-0.009949,-0.999817,-0.004310,0.005246,-0.001138
13.7900,-0.001129,-0.009171,-0.998734,-0.002343,0.005338,-0.000483
13.8000,-0.002060,-0.009903,-0.998413,-0.003245,0.003471,-0.003163
13.8100,-0.002655,-0.009521,-1.000214,-0.003331,0.003021,-0.001435
13.8200,-0.000946,-0.008911,-1.001007,-0.002990,0.002961,-0.001529
13.8300,-0.002213,-0.010208,-0.999634,-0.002846,0.004816,-0.000663
13.8400,-0.001694,-0.009933,-0.997711,-0.004646,0.002762,-0.001483
13.8500,-0.001740,-0.009064,-1.000671,-0.003478,0.003254,-0.001852
13.8600,-0.002045,-0.010391,-0.999756,-0.001932,0.002399,-0.001939
13.8700,-0.001694,-0.010727,-0.998947,-0.002802,0.003427,-0.003446
13.8800,-0.002197,-0.009827,-0.999100,-0.003430,0.003571,-0.000921
13.8900,-0.001556,-0.011215,-0.999725,-0.003369,0.003993,-0.001030
13.9000,-0.001587,-0.010269,-0.998993,-0.003240,0.003810,-0.002463
13.9100,-0.002426,-0.009598,-0.998932,-0.004101,0.004378,-0.000943
13.9200,-0.002502,-0.010742,-1.000671,-0.003683,0.002813,-0.001178
13.9300,-0.002075,-0.010498,-0.999817,-0.004240,0.002808,-0.000725
13.9400,-0.001328,-0.010147,-0.999207,-0.003697,0.003518,-0.002416
13.9500,-0.000458,-0.009262,-1.000244,-0.002715,0.004824,-0.000900
13.9600,-0.003113,-0.010529,-0.999985,-0.003813,0.003962,-0.003674
13.9700,-0.001892,-0.009766,-0.998947,-0.004720,0.005118,-0.001846
13.9800,-0.001648,-0.009369,-0.999695,-0.003121,0.005470,-0.000989
13.9900,-0.002960,-0.008743,-0.998535,-0.002915,0.004989,-0.002713
14.0000,-0.001724,-0.009430,-0.999710,-0.003029,0.003200,-0.002628
14.0100,-0.001541,-0.010742,-0.999084,-0.002223,0.002780,-0.001286
14.0200,-0.001938,-0.010162,-0.999054,-0.003861,0.003104,-0.001967
14.0300,-0.001892,-0.009735,-0.999298,-0.001953,0.003788,-0.001412
14.0400,-0.001938,-0.010635,-1.000290,-0.003413,0.004727,-0.002238
14.0500,-0.003113,-0.010208,-0.998947,-0.003051,0.004775,-0.001400
14.0600,-0.000732,-0.009323,-0.999176,-0.003086,0.004162,-0.001851
14.0700,-0.000641,-0.011108,-0.999588,-0.004173,0.003336,-0.001061
14.0800,-0.001694,-0.010361,-0.999069,-0.003128,0.004107,-0.001249
14.0900,-0.002548,-0.010773,-0.998962,-0.004357,0.003964,-0.001296
14.1000,-0.002808,-0.010361,-0.998413,-0.003063,0.002410,-0.003061
14.1100,-0.002136,-0.009750,-0.999496,-0.002058,0.004645,-0.001802
14.1200,-0.001831,-0.009903,-1.000000,-0.004206,0.003342,-0.000763
14.1300,-0.000275,-0.009720,-0.999863,-0.003858,0.004197,-0.003838
14.1400,-0.002213,-0.010315,-1.000671,-0.004747,0.004594,-0.000916
14.1500,-0.001633,-0.009979,-0.998413,-0.002019,0.002889,-0.002320
14.1600,-0.002396,-0.010223,-1.000092,-0.003022,0.004375,-0.002023
14.1700,-0.002182,-0.010498,-0.998367,-0.003026,0.004387,-0.001281
14.1800,-0.000885,-0.010345,-1.000229,-0.002344,0.004111,0.000186
14.1900,-0.002350,-0.010239,-1.001312,-0.003093,0.005659,-0.001382
14.2000,-0.002945,-0.010071,-1.000259,-0.002490,0.003734,-0.001140
14.2100,-0.001556,-0.009415,-0.999191,-0.003192,0.004295,-0.000226
14.2200,-0.002441,-0.010925,-1.000031,-0.002884,0.003986,-0.001454
14.2300,-0.001373,-0.009995,-0.999924,-0.002254,0.003832,-0.002776
14.2400,-0.001572,-0.011322,-0.999435,-0.001789,0.003467,-0.000558
14.2500,-0.003235,-0.010834,-0.999832,-0.003729,0.002116,-0.002361
14.2600,-0.001663,-0.010239,-1.000641,-0.003316,0.003875,-0.001218
14.2700,-0.000259,-0.009964,-0.999191,-0.002625,0.002974,-0.002171
14.2800,-0.000305,-0.010605,-0.999512,-0.003686,0.003334,-0.003017
14.2900,-0.002228,-0.010498,-0.999649,-0.002176,0.003008,-0.003409
14.3000,-0.001724,-0.010101,-1.000259,-0.002868,0.003623,-0.002672
14.3100,-0.002029,-0.010391,-0.999771,-0.003951,0.002032,-0.001059
14.3200,-0.001999,-0.009354,-0.999176,-0.003377,0.003966,-0.001628
14.3300,-0.001755,-0.011719,-0.998688,-0.002418,0.002315,-0.003193
14.3400,-0.001846,-0.009338,-1.000259,-0.003557,0.002845,-0.001874
14.3500,-0.003784,-0.009827,-1.000259,-0.003359,0.004107,-0.002128
14.3600,-0.003571,-0.009094,-0.998932,-0.002046,0.004016,-0.000645
14.3700,-0.002319,-0.009201,-0.999924,-0.003204,0.005235,-0.002653
14.3800,-0.002777,-0.010376,-0.999146,-0.003678,0.004526,-0.001737
14.3900,-0.001602,-0.010620,-0.999664,-0.004335,0.004616,-0.001882
14.4000,-0.002045,-0.010040,-0.999344,-0.003527,0.004295,-0.001796
14.4100,-0.002518,-0.008957,-0.998672,-0.002425,0.003170,-0.002344
14.4200,-0.001877,-0.009598,-0.999664,-0.002258,0.003132,-0.003114
14.4300,-0.001755,-0.009842,-0.999451,-0.003005,0.005307,-0.003829
14.4400,-0.002533,-0.009232,-0.998581,-0.002835,0.002422,-0.001932
14.4500,-0.002548,-0.009140,-1.000031,-0.003236,0.004855,-0.001695
14.4600,-0.002167,-0.009079,-0.999023,-0.003961,0.004870,-0.001613
14.4700,-0.002502,-0.009583,-1.000015,-0.003288,0.003539,-0.001826
14.4800,-0.000214,-0.010681,-0.999847,-0.001241,0.004487,-0.002177
14.4900,-0.001465,-0.009720,-1.000122,-0.004133,0.002454,-0.001083
14.5000,-0.002808,-0.010559,-0.999878,-0.003773,0.003471,-0.001737
14.5100,-0.001907,-0.010254,-1.000778,-0.003345,0.004146,-0.002699
14.5200,-0.000748,-0.010376,-0.999298,-0.002754,0.003907,-0.002814
14.5300,-0.002472,-0.009857,-0.999741,-0.001906,0.003125,-0.002765
14.5400,-0.002426,-0.010742,-1.000336,-0.000500,0.004617,-0.001788
14.5500,-0.001953,-0.010223,-0.999847,-0.002906,0.003752,0.000454
14.5600,-0.002228,-0.009262,-1.000381,-0.003105,0.003931,-0.001394
14.5700,-0.001907,-0.010315,-1.000397,-0.002241,0.003330,-0.004262
14.5800,-0.002396,-0.009171,-0.999084,-0.003044,0.004269,-0.003835
14.5900,-0.001282,-0.010040,-0.999329,-0.003706,0.003903,-0.001642
14.6000,-0.002304,-0.010529,-0.999542,-0.003829,0.003503,-0.002279
14.6100,-0.001785,-0.009735,-1.000183,-0.003377,0.002495,-0.000976
14.6200,-0.001755,-0.010300,-0.999588,-0.002759,0.003879,-0.001119
14.6300,-0.001831,-0.009949,-0.999756,-0.003572,0.003983,-0.002309
14.6400,-0.002151,-0.009415,-0.999237,-0.002804,0.004299,-0.001554
14.6500,-0.001587,-0.009933,-0.999451,-0.002455,0.004513,-0.002245
14.6600,-0.002045,-0.010330,-0.999359,-0.004252,0.003629,-0.001979
14.6700,-0.002365,-0.010239,-1.000122,-0.003163,0.004435,-0.001696
14.6800,-0.002014,-0.009689,-0.999130,-0.002546,0.003690,-0.000596
14.6900,-0.002319,-0.009079,-0.999023,-0.002776,0.004229,-0.002269
14.7000,-0.003113,-0.009277,-0.998993,-0.002931,0.003782,-0.002283
14.7100,-0.001877,-0.010284,-0.999588,-0.002853,0.004531,-0.001524
14.7200,-0.002502,-0.010300,-0.999969,-0.002078,0.003487,-0.001362
14.7300,-0.002213,-0.009628,-1.000153,-0.003977,0.002395,-0.000314
14.7400,-0.002655,-0.009445,-1.000092,-0.002576,0.004139,-0.001562
14.7500,-0.002518,-0.010910,-0.999298,-0.004098,0.004106,-0.002211
14.7600,-0.002228,-0.009262,-1.000137,-0.004170,0.004951,-0.001166
14.7700,-0.002563,-0.010345,-0.999481,-0.002794,0.004825,-0.002161
14.7800,-0.002029,-0.010406,-0.999390,-0.004099,0.004600,-0.001720
14.7900,-0.001877,-0.009949,-0.999344,-0.003561,0.004171,-0.001573
14.8000,-0.002350,-0.007797,-1.000397,-0.003705,0.002313,-0.001766
14.8100,-0.001724,-0.009445,-0.998520,-0.002740,0.003659,-0.002164
14.8200,-0.001740,-0.009430,-0.998718,-0.003011,0.004255,-0.001751
14.8300,-0.001755,-0.009583,-0.998901,-0.002072,0.002609,-0.001215
14.8400,-0.002335,-0.009491,-0.999969,-0.002404,0.004068,-0.002954
14.8500,-0.001831,-0.010269,-1.000076,-0.004229,0.003425,-0.001241
14.8600,-0.002502,-0.009659,-1.000885,-0.003346,0.004386,-0.003503
14.8700,-0.001389,-0.009781,-0.999283,-0.002939,0.003864,-0.000736
14.8800,-0.001038,-0.009415,-1.000549,-0.002720,0.004098,-0.002936
14.8900,-0.001526,-0.009598,-0.999374,-0.004012,0.002989,-0.002585
14.9000,-0.002213,-0.010010,-0.999603,-0.003737,0.004603,-0.001971
14.9100,-0.002335,-0.009567,-0.999100,-0.003204,0.003845,-0.002311
14.9200,-0.002258,-0.009872,-0.999908,-0.002370,0.004677,-0.002283
14.9300,-0.002380,-0.010574,-1.000458,-0.004780,0.005123,-0.003069
14.9400,-0.002502,-0.010284,-0.998611,-0.002910,0.003444,-0.002384
14.9500,-0.002487,-0.010132,-0.999237,-0.002541,0.003794,-0.002552
14.9600,-0.002090,-0.010056,-0.999390,-0.002835,0.002566,-0.001582
14.9700,-0.002625,-0.009827,-0.998428,-0.002749,0.003649,-0.004157
14.9800,-0.001526,-0.010559,-0.999222,-0.003777,0.005646,-0.001954
14.9900,-0.001648,-0.009995,-0.998779,-0.002629,0.003559,-0.001408
15.0000,-0.001526,-0.009613,-0.999420,-0.002694,0.003705,-0.002543
15.0100,-0.003632,-0.009583,-0.999817,-0.001911,0.004890,-0.001303
15.0200,-0.001923,-0.009583,-0.999786,-0.002761,0.003484,-0.003191
15.0300,-0.001877,-0.010788,-0.998917,-0.003481,0.004000,-0.001556
15.0400,-0.001144,-0.010986,-0.999008,-0.002725,0.002964,-0.001363
15.0500,-0.001694,-0.010284,-0.998093,-0.003803,0.003970,-0.001234
15.0600,-0.001190,-0.009705,-0.999542,-0.003779,0.004504,-0.002049
15.0700,-0.002258,-0.010513,-0.999786,-0.001895,0.004478,-0.002098
15.0800,-0.002335,-0.009583,-0.999588,-0.002420,0.005185,-0.002528
15.0900,-0.001053,-0.009628,-1.000214,-0.003227,0.004588,-0.002474
15.1000,-0.002029,-0.009155,-0.999512,-0.002673,0.002992,-0.001284
15.1100,-0.002014,-0.009766,-0.999023,-0.005247,0.002888,-0.000869
15.1200,-0.001678,-0.011093,-0.999176,-0.001812,0.003868,-0.001524
15.1300,-0.001511,-0.010223,-0.999969,-0.002286,0.003114,0.000378
15.1400,-0.001953,-0.011017,-1.000122,-0.003277,0.003283,-0.002484
15.1500,-0.002670,-0.011505,-1.000244,-0.004206,0.003437,-0.002487
15.1600,-0.000671,-0.009979,-1.000305,-0.004408,0.004569,-0.004394
15.1700,-0.001511,-0.009659,-0.999603,-0.002375,0.003812,-0.002419
15.1800,-0.001587,-0.009705,-1.000168,-0.001623,0.004102,-0.002908
15.1900,-0.002274,-0.009460,-1.000259,-0.002751,0.003650,0.000271
15.2000,-0.002182,-0.008484,-0.999207,-0.002787,0.003338,-0.001055
15.2100,-0.001770,-0.009979,-0.999603,-0.003226,0.003506,-0.000692
15.2200,-0.002106,-0.009567,-1.000000,-0.002880,0.003766,-0.002540
15.2300,-0.001755,-0.009933,-0.999954,-0.002990,0.003618,-0.002041
15.2400,-0.001846,-0.009628,-0.999374,-0.003544,0.005205,-0.002172
15.2500,-0.002228,-0.009979,-0.999100,-0.003304,0.003093,-0.002289
15.2600,-0.001740,-0.010025,-0.999878,-0.003953,0.003493,-0.002624
15.2700,-0.001114,-0.008972,-0.999390,-0.003209,0.003854,-0.001880
15.2800,-0.001266,-0.009384,-1.000061,-0.002945,0.005141,-0.000587
15.2900,-0.002075,-0.010590,-0.998901,-0.003018,0.004294,-0.001670
15.3000,-0.002106,-0.008636,-1.000748,-0.003918,0.004219,-0.003589
15.3100,-0.003006,-0.010117,-0.999222,-0.002721,0.001124,-0.001120
15.3200,-0.001740,-0.009583,-0.999084,-0.003212,0.004732,-0.002215
15.3300,-0.002380,-0.010010,-1.000885,-0.003370,0.003725,-0.003192
15.3400,-0.002151,-0.010834,-1.000595,-0.001759,0.004567,-0.001321
15.3500,-0.001663,-0.009247,-0.999924,-0.004221,0.003855,0.000067
15.3600,-0.001328,-0.009949,-0.999252,-0.003395,0.003613,-0.003264
15.3700,-0.001450,-0.011002,-0.999847,-0.001477,0.003642,-0.001326
15.3800,-0.002686,-0.009430,-1.000427,-0.001999,0.003936,-0.002663
15.3900,-0.002197,-0.009201,-0.998413,-0.003021,0.003885,-0.001930
15.4000,-0.002625,-0.010849,-0.999786,-0.003071,0.003284,-0.000519
15.4100,-0.001572,-0.009521,-1.001205,-0.002380,0.004523,-0.001623
15.4200,-0.001724,-0.009506,-1.000687,-0.002653,0.003838,0.000517
15.4300,-0.001862,-0.009949,-1.000290,-0.002242,0.003901,-0.002710
15.4400,-0.001877,-0.010376,-0.999664,-0.002782,0.003948,-0.001650
15.4500,-0.002228,-0.010864,-0.999741,-0.002987,0.004880,-0.001191
15.4600,-0.002136,-0.010422,-0.998810,-0.003430,0.003679,-0.003380
15.4700,-0.001907,-0.010223,-0.999435,-0.002637,0.004456,-0.003289
15.4800,-0.001205,-0.010559,-1.000336,-0.002771,0.005810,-0.000346
15.4900,-0.001740,-0.010178,-0.998520,-0.001799,0.003381,-0.002705
15.5000,-0.001724,-0.009277,-0.999069,-0.001593,0.005383,-0.001641
15.5100,-0.001312,-0.010101,-0.999207,-0.002197,0.003939,-0.002707
15.5200,-0.002289,-0.009735,-1.000153,-0.001655,0.003574,-0.002391
15.5300,-0.001678,-0.009369,-0.999573,-0.003459,0.003044,0.000243
15.5400,-0.002060,-0.009155,-0.999756,-0.003702,0.004450,-0.001871
15.5500,-0.002472,-0.010254,-1.000671,-0.001653,0.004152,-0.000245
15.5600,-0.001923,-0.009232,-0.999588,-0.003237,0.003993,-0.002814
15.5700,-0.001907,-0.010071,-1.000854,-0.003362,0.004000,-0.001904
15.5800,-0.002563,-0.009369,-0.999603,-0.004329,0.002721,-0.001405
15.5900,-0.001892,-0.009277,-0.998383,-0.004089,0.002886,-0.000950
15.6000,-0.002228,-0.009933,-0.998917,-0.002241,0.003302,-0.002162
15.6100,-0.002029,-0.009766,-0.999542,-0.003418,0.003532,-0.002463
15.6200,-0.001160,-0.010742,-1.000275,-0.002317,0.004966,-0.001354
15.6300,-0.001678,-0.010315,-0.999039,-0.002655,0.003660,-0.000894
15.6400,-0.002670,-0.009491,-0.998688,-0.003521,0.002981,-0.002131
15.6500,-0.001526,-0.010727,-0.999008,-0.002318,0.002948,-0.002569
15.6600,-0.002213,-0.010269,-1.000198,-0.002765,0.002725,-0.002341
15.6700,-0.001602,-0.010208,-1.000046,-0.003586,0.005258,-0.000278
15.6800,-0.001465,-0.010620,-1.000015,-0.001448,0.004000,-0.001712
15.6900,-0.001511,-0.010468,-0.999191,-0.003982,0.002679,-0.002349
15.7000,-0.002716,-0.010300,-0.999374,-0.003079,0.002716,-0.001454
15.7100,-0.003326,-0.010422,-0.999908,-0.002440,0.003892,-0.001202
15.7200,-0.001389,-0.010361,-0.999771,-0.003453,0.004304,-0.001032
15.7300,-0.001984,-0.009567,-1.000229,-0.003194,0.004555,-0.002664
15.7400,-0.003174,-0.009430,-0.999878,-0.003367,0.003490,-0.001625
